,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.5755534001247828,0.5170356000831885,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.5577948523623112
1,0.5755534001247828,0.5170356000831885,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.5577948523623112
2,0.5755534001247828,0.5170356000831885,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.5577948523623112
3,0.5755534001247828,0.5170356000831885,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.5577948523623112
4,0.5755534001247828,0.5170356000831885,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.5577948523623112
5,0.5755534001247828,0.5170356000831885,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5170356000831885,0.5577948523623112
6,0.5865104257203797,0.5243402838135864,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.5671993188614036
7,0.5865104257203797,0.5243402838135864,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.5671993188614036
8,0.5865104257203797,0.5243402838135864,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.5671993188614036
9,0.5865104257203797,0.5243402838135864,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.5671993188614036
10,0.5865104257203797,0.5243402838135864,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.5671993188614036
11,0.5865104257203797,0.5243402838135864,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.5671993188614036
12,0.5865104257203797,0.5243402838135864,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.5671993188614036
13,0.5865104257203797,0.5243402838135864,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5243402838135864,0.5671993188614036
14,0.5928648794873048,0.5285765863248698,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.580475364418494
15,0.5928648794873048,0.5285765863248698,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.580475364418494
16,0.5928648794873048,0.5285765863248698,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.20000000000000004,-1.0,-1.0,-1.0,-1.0,0.13333333333333333,0.13333333333333333,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.580475364418494
17,0.5928648794873048,0.5285765863248698,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.20000000000000004,-1.0,-1.0,-1.0,-1.0,0.13333333333333333,0.13333333333333333,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.580475364418494
18,0.5928648794873048,0.5285765863248698,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.20000000000000004,-1.0,-1.0,-1.0,-1.0,0.13333333333333333,0.13333333333333333,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.580475364418494
19,0.5928648794873048,0.5285765863248698,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.20000000000000004,-1.0,-1.0,-1.0,-1.0,0.13333333333333333,0.13333333333333333,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.580475364418494
20,0.5928648794873048,0.5285765863248698,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.20000000000000004,-1.0,-1.0,-1.0,-1.0,0.13333333333333333,0.13333333333333333,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.580475364418494
21,0.5928648794873048,0.5285765863248698,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.20000000000000004,-1.0,-1.0,-1.0,-1.0,0.13333333333333333,0.13333333333333333,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5285765863248698,0.580475364418494
22,0.6578577761258384,0.5719051840838922,-1.0,-1.0,-1.0,-1.0,0.5719051840838922,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.20000000000000004,-1.0,-1.0,-1.0,-1.0,0.13333333333333333,0.13333333333333333,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5719051840838922,0.6317431675259763
23,0.6578577761258384,0.5719051840838922,-1.0,-1.0,-1.0,-1.0,0.5719051840838922,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.20000000000000004,-1.0,-1.0,-1.0,-1.0,0.13333333333333333,0.13333333333333333,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5719051840838922,0.6317431675259763
24,0.6578577761258384,0.5719051840838922,-1.0,-1.0,-1.0,-1.0,0.5719051840838922,0.4000000000000001,0.4000000000000001,0.4000000000000001,-1.0,-1.0,-1.0,-1.0,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.20000000000000004,-1.0,-1.0,-1.0,-1.0,0.13333333333333333,0.13333333333333333,-1.0,0.26666666666666666,-1.0,-1.0,-1.0,-1.0,0.5719051840838922,0.6317431675259763
