,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,80.0
125,32.17507820129394
126,32.263082885742186
127,32.34452476501465
128,32.43220596313476
129,32.51878356933594
130,32.60647315979004
131,-20.852474477580255
132,-69.09648425316189
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,-35.32852137711714
140,-8.04340648651123
141,-8.065499305725098
142,-8.086859798431396
143,-8.108799457550049
144,-8.130170249938965
145,-62.38706120604222
146,-20.237657690048216
147,-20.293059730529784
148,34.400429757033244
149,-61.72414286539961
150,-20.421886253356934
151,-20.475257444381715
152,-20.530276346206666
153,-20.584695386886597
154,-20.63695936203003
155,-20.690168190002442
156,-20.744879293441773
157,-20.79527645111084
158,-20.849594640731812
159,-20.903373527526856
160,-20.95683364868164
161,-21.01126961708069
162,-21.061991739273072
163,-21.116531658172608
164,-74.69327105781885
165,-33.28760862350464
166,-33.37457151412964
167,-33.46155233383179
168,-33.54676656723022
169,-33.63501615524292
170,-33.72147397994995
171,-33.805090236663816
172,-33.893403911590575
173,-33.9818247795105
174,-34.068530559539795
175,-34.155117702484134
176,-34.241908168792726
177,-34.32808752059937
178,-34.414271450042726
179,-34.50154638290405
180,-34.58845052719116
181,-34.67356252670288
182,-34.760829830169676
183,-34.84191579818726
184,80.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,-80.0
243,-32.17128791809082
244,-32.25616645812988
245,-32.3425968170166
246,-32.425071716308594
247,-32.51157722473145
248,23.667163614146702
249,33.94691763974778
250,-8.60502347946167
251,-8.62727394104004
252,-8.648833560943604
253,29.046694798659267
254,0.0
255,0.0
256,36.18082632200609
257,8.043065166473388
258,8.064813041687012
259,62.352640176796235
260,20.17064776420593
261,20.224023723602294
262,20.27637400627136
263,20.330363178253172
264,20.384108448028563
265,20.43716444969177
266,20.492772483825682
267,20.54763259887695
268,20.600349330902098
269,20.65447392463684
270,20.70932092666626
271,20.762616777420043
272,20.817723655700682
273,20.873123550415038
274,-32.822328564396635
275,8.916543865203858
276,8.938235092163087
277,8.960179138183594
278,8.98090991973877
279,-28.217868675995696
280,0.0
281,36.765390204483545
282,60.41804479722739
283,20.131520652770995
284,20.18582453727722
285,20.236427450180052
286,20.290739440917967
287,20.345493459701537
288,74.27248318760542
289,32.51903929710388
290,32.60724425315857
291,32.694816732406615
292,32.78303427696228
293,32.8705331325531
294,32.95633444786072
295,33.042353582382205
296,33.12943358421326
297,33.21242880821228
298,33.30056433677673
299,33.388292455673216
300,33.47595000267029
301,33.557342290878296
302,33.643617391586304
303,33.730647802352905
304,33.817985677719115
305,33.90350737571716
306,33.99179511070251
307,34.079057455062866
308,34.16646857261658
309,34.25470061302185
310,34.342939138412476
311,34.42810263633728
312,-18.574034466286086
313,22.533752346038817
314,22.58853235244751
315,22.64251627922058
316,22.696520233154295
317,22.750383281707762
318,22.803154373168944
319,22.85811629295349
320,22.911239290237425
321,22.966432952880858
322,23.01979269981384
323,23.07449164390564
324,23.127932691574095
325,76.37978146658666
326,35.301812696456906
327,35.38963694572449
328,35.47527422904968
329,35.562058210372925
330,35.649671125411984
331,35.736117124557495
332,35.821483564376834
333,35.90891871452332
334,35.993694639205934
335,36.082657957077025
336,36.16800227165222
337,36.2556010723114
338,36.34137873649597
339,36.429266691207886
340,36.51527819633484
341,36.60256152153015
342,36.68978190422058
343,36.776705503463745
344,36.862294340133666
345,-16.774408262481934
346,24.96977105140686
347,25.0250159740448
348,25.07802309989929
349,-68.24859737656263
350,0.0
351,80.0
352,32.175483322143556
353,32.26320953369141
354,32.344124984741214
355,32.42799835205078
356,32.51646194458008
357,32.602223587036136
358,32.68899993896484
359,32.77060813903809
360,32.856723403930665
361,32.94532012939453
362,33.031100845336915
363,33.11229133605957
364,33.1989631652832
365,33.2864185333252
366,33.36946182250976
367,33.45748291015625
368,33.54187164306641
369,33.627251052856444
370,33.716233825683595
371,33.8024787902832
372,33.88956832885742
373,33.97277641296387
374,34.05998764038086
375,34.144260025024415
376,34.23189849853516
377,34.31579475402832
378,34.400335693359374
379,-18.8810942672158
380,22.507237815856932
381,22.56134190559387
382,22.61393013000488
383,22.66845121383667
384,22.723089122772215
385,-30.777333486153026
386,-27.59531558401684
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,-35.76197996823841
393,-8.043018245697022
394,-8.064953422546386
395,-61.11240158039734
396,-20.174353218078615
397,-73.96056774172038
398,-32.34705715179443
399,-32.434820365905765
400,-32.556559562683105
401,-32.643796348571776
402,-32.73040904998779
403,-32.81701030731201
404,-32.89803409576416
405,-32.982855033874515
406,80.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
